기준월,법정동명,일평균유동인구,시간대
8,방동,537.11,퇴근
8,봉명동,44831.47,새벽
8,봉명동,70038.22,저녁
8,봉명동,126215.68,주간
8,봉명동,18882.64,출근
8,봉명동,35982.62,퇴근
8,구암동,8591.93,새벽
8,구암동,17691.48,저녁
8,구암동,39500.16,주간
8,구암동,5532.15,출근
8,구암동,9819.22,퇴근
8,덕명동,8832.23,새벽
8,덕명동,18824.74,저녁
8,덕명동,48571.56,주간
8,덕명동,5915.65,출근
8,덕명동,10614.63,퇴근
8,원신흥동,15646.91,새벽
8,원신흥동,28478.37,저녁
8,원신흥동,55414.88,주간
8,원신흥동,8730.55,출근
8,원신흥동,14083.91,퇴근
8,상대동,14590.83,새벽
8,상대동,24857.83,저녁
8,상대동,43117.36,주간
8,상대동,7661.78,출근
8,상대동,11639.63,퇴근
8,복용동,4426.44,새벽
8,복용동,9428.45,저녁
8,복용동,18181.08,주간
8,복용동,2836.08,출근
8,복용동,4417.36,퇴근
8,장대동,42069.57,새벽
8,장대동,87665.42,저녁
8,장대동,179818.88,주간
8,장대동,25836.59,출근
8,장대동,46590.74,퇴근
8,갑동,213.9,새벽
8,갑동,866.75,저녁
8,갑동,3323.54,주간
8,갑동,292.95,출근
8,갑동,532.07,퇴근
8,노은동,10758.96,새벽
8,노은동,23057.18,저녁
8,노은동,45788.63,주간
8,노은동,7122.18,출근
8,노은동,12062.79,퇴근
8,지족동,17511.85,새벽
8,지족동,40834.46,저녁
8,지족동,83354.16,주간
8,지족동,11015.51,출근
8,지족동,22349.36,퇴근
8,죽동,2065.36,새벽
8,죽동,4843.81,저녁
8,죽동,13649.0,주간
8,죽동,1773.98,출근
8,죽동,2806.59,퇴근
8,궁동,18499.44,새벽
8,궁동,32380.5,저녁
8,궁동,70086.34,주간
8,궁동,8069.34,출근
8,궁동,17857.27,퇴근
8,어은동,10280.77,새벽
8,어은동,20822.41,저녁
8,어은동,61609.25,주간
8,어은동,6747.1,출근
8,어은동,12357.89,퇴근
8,구성동,1638.65,새벽
8,구성동,4653.89,저녁
8,구성동,29171.24,주간
8,구성동,2088.45,출근
8,구성동,3959.6,퇴근
8,신성동,8908.2,새벽
8,신성동,21660.81,저녁
8,신성동,48803.03,주간
8,신성동,6729.94,출근
8,신성동,11833.23,퇴근
8,가정동,1026.74,새벽
8,가정동,2811.69,저녁
8,가정동,27035.68,주간
8,가정동,2574.59,출근
8,가정동,2809.75,퇴근
8,도룡동,3441.75,새벽
8,도룡동,11655.72,저녁
8,도룡동,29951.05,주간
8,도룡동,3918.24,출근
8,도룡동,6844.95,퇴근
8,장동,2680.65,새벽
8,장동,4730.66,저녁
8,장동,41761.91,주간
8,장동,4647.09,출근
8,장동,4351.59,퇴근
8,방현동,599.51,새벽
8,방현동,546.89,저녁
8,방현동,3066.24,주간
8,방현동,346.52,출근
8,방현동,377.84,퇴근
8,화암동,27.54,새벽
8,화암동,130.34,저녁
8,화암동,6015.95,주간
8,화암동,616.93,출근
8,화암동,441.79,퇴근
8,덕진동,984.2,새벽
8,덕진동,2256.61,저녁
8,덕진동,17174.69,주간
8,덕진동,1961.84,출근
8,덕진동,1587.03,퇴근
8,하기동,7362.86,새벽
8,하기동,15629.51,저녁
8,하기동,26468.28,주간
8,하기동,4456.83,출근
8,하기동,7265.68,퇴근
8,추목동,1974.19,새벽
8,추목동,3615.52,저녁
8,추목동,21261.61,주간
8,추목동,3531.7,출근
8,추목동,2859.27,퇴근
8,자운동,99.42,새벽
8,자운동,936.12,저녁
8,자운동,4409.56,주간
8,자운동,470.39,출근
8,자운동,802.82,퇴근
8,신봉동,2853.93,새벽
8,신봉동,5405.24,저녁
8,신봉동,11376.89,주간
8,신봉동,1736.02,출근
8,신봉동,2621.93,퇴근
8,수남동,31.33,새벽
8,수남동,193.64,저녁
8,수남동,3096.4,주간
8,수남동,282.67,출근
8,수남동,162.07,퇴근
8,안산동,26.0,새벽
8,안산동,98.27,저녁
8,안산동,577.11,주간
8,안산동,74.61,출근
8,안산동,83.99,퇴근
8,외삼동,315.32,새벽
8,외삼동,1044.26,저녁
8,외삼동,2523.44,주간
8,외삼동,344.48,출근
8,외삼동,545.55,퇴근
8,반석동,13323.62,새벽
8,반석동,38705.33,저녁
8,반석동,70106.35,주간
8,반석동,9061.5,출근
8,반석동,20292.99,퇴근
8,문지동,3079.53,새벽
8,문지동,6868.0,저녁
8,문지동,25296.53,주간
8,문지동,3339.57,출근
8,문지동,4219.45,퇴근
8,전민동,14238.7,새벽
8,전민동,34956.41,저녁
8,전민동,77099.01,주간
8,전민동,10380.94,출근
8,전민동,18935.19,퇴근
8,원촌동,3457.69,새벽
8,원촌동,7566.56,저녁
8,원촌동,27031.45,주간
8,원촌동,3159.29,출근
8,원촌동,5266.31,퇴근
8,탑립동,429.53,새벽
8,탑립동,1250.0,저녁
8,탑립동,24076.92,주간
8,탑립동,2899.67,출근
8,탑립동,2409.43,퇴근
8,용산동,3128.38,새벽
8,용산동,6783.73,저녁
8,용산동,25223.26,주간
8,용산동,3805.43,출근
8,용산동,4375.32,퇴근
8,봉산동,7672.91,새벽
8,봉산동,14194.38,저녁
8,봉산동,23849.68,주간
8,봉산동,4118.04,출근
8,봉산동,6935.22,퇴근
8,관평동,13217.38,새벽
8,관평동,30749.4,저녁
8,관평동,75591.43,주간
8,관평동,9377.66,출근
8,관평동,18735.37,퇴근
8,송강동,14733.12,새벽
8,송강동,33284.74,저녁
8,송강동,49844.01,주간
8,송강동,8208.01,출근
8,송강동,15446.87,퇴근
8,금고동,139.88,새벽
8,금고동,20.04,저녁
8,금고동,604.66,주간
8,금고동,181.4,출근
8,금고동,29.97,퇴근
8,대동,0.11,새벽
8,대동,13.54,저녁
8,대동,53.3,주간
8,대동,5.75,출근
8,대동,12.96,퇴근
8,금탄동,0.04,새벽
8,금탄동,0.03,저녁
8,금탄동,13.43,주간
8,금탄동,1.31,출근
8,금탄동,0.51,퇴근
8,신동,0.11,새벽
8,신동,3.55,저녁
8,신동,1980.05,주간
8,신동,160.15,출근
8,신동,79.84,퇴근
8,둔곡동,70.51,새벽
8,둔곡동,91.28,저녁
8,둔곡동,1506.13,주간
8,둔곡동,297.93,출근
8,둔곡동,83.24,퇴근
8,구룡동,15.82,새벽
8,구룡동,22.38,저녁
8,구룡동,1440.89,주간
8,구룡동,208.83,출근
8,구룡동,114.89,퇴근
9,원내동,17920.84,새벽
9,원내동,37078.88,저녁
9,원내동,72860.03,주간
9,원내동,10888.66,출근
9,원내동,19143.78,퇴근
9,교촌동,823.19,새벽
9,교촌동,2099.4,저녁
9,교촌동,4377.88,주간
9,교촌동,570.94,출근
9,교촌동,1135.22,퇴근
9,대정동,3810.65,새벽
9,대정동,7614.06,저녁
9,대정동,17989.14,주간
9,대정동,2910.37,출근
9,대정동,4174.64,퇴근
9,용계동,3253.71,새벽
9,용계동,4477.96,저녁
9,용계동,14186.63,주간
9,용계동,1923.45,출근
9,용계동,2448.98,퇴근
9,학하동,5226.04,새벽
9,학하동,7593.3,저녁
9,학하동,17694.25,주간
9,학하동,2902.32,출근
9,학하동,3769.86,퇴근
9,계산동,5330.24,새벽
9,계산동,8390.04,저녁
9,계산동,15190.63,주간
9,계산동,2568.17,출근
9,계산동,4082.67,퇴근
9,성북동,509.49,새벽
9,성북동,903.92,저녁
9,성북동,1778.69,주간
9,성북동,279.39,출근
9,성북동,446.18,퇴근
9,세동,7.04,새벽
9,세동,16.0,저녁
9,세동,227.11,주간
9,세동,22.79,출근
9,세동,23.92,퇴근
9,송정동,310.84,새벽
9,송정동,548.97,저녁
9,송정동,1703.16,주간
9,송정동,216.57,출근
9,송정동,438.52,퇴근
9,방동,445.52,새벽
9,방동,818.05,저녁
9,방동,3242.27,주간
9,방동,472.71,출근
9,방동,563.87,퇴근
9,봉명동,44912.34,새벽
9,봉명동,70976.77,저녁
9,봉명동,123689.15,주간
9,봉명동,18843.36,출근
9,봉명동,35986.55,퇴근
9,구암동,9245.52,새벽
9,구암동,18028.77,저녁
9,구암동,40750.16,주간
9,구암동,5932.28,출근
9,구암동,9957.97,퇴근
9,덕명동,12665.98,새벽
9,덕명동,21000.79,저녁
9,덕명동,64378.02,주간
9,덕명동,7339.55,출근
9,덕명동,12142.28,퇴근
9,원신흥동,16395.96,새벽
9,원신흥동,28805.37,저녁
9,원신흥동,56845.84,주간
9,원신흥동,9166.07,출근
9,원신흥동,14302.61,퇴근
9,상대동,14874.27,새벽
9,상대동,25267.12,저녁
9,상대동,43398.19,주간
9,상대동,8109.02,출근
9,상대동,11758.33,퇴근
9,복용동,5536.02,새벽
9,복용동,9795.77,저녁
9,복용동,18517.81,주간
9,복용동,3092.12,출근
9,복용동,4542.95,퇴근
9,장대동,45392.2,새벽
9,장대동,88875.17,저녁
9,장대동,181743.17,주간
9,장대동,27325.78,출근
9,장대동,47218.54,퇴근
9,갑동,283.48,새벽
9,갑동,838.94,저녁
9,갑동,3794.05,주간
9,갑동,302.23,출근
9,갑동,532.15,퇴근
9,노은동,10808.54,새벽
9,노은동,23338.74,저녁
9,노은동,46575.32,주간
9,노은동,7404.18,출근
9,노은동,12135.23,퇴근
9,지족동,17319.23,새벽
9,지족동,41167.74,저녁
9,지족동,82891.65,주간
9,지족동,11232.32,출근
9,지족동,22646.09,퇴근
9,죽동,2220.77,새벽
9,죽동,5114.58,저녁
9,죽동,17219.95,주간
9,죽동,2001.07,출근
9,죽동,3073.07,퇴근
9,궁동,27217.7,새벽
9,궁동,39394.6,저녁
9,궁동,92844.81,주간
9,궁동,10963.54,출근
9,궁동,22362.62,퇴근
9,어은동,15569.84,새벽
9,어은동,23668.97,저녁
9,어은동,69679.02,주간
9,어은동,8267.45,출근
9,어은동,13840.12,퇴근
9,구성동,2464.69,새벽
9,구성동,5343.14,저녁
9,구성동,30931.88,주간
9,구성동,2216.95,출근
9,구성동,4330.57,퇴근
9,신성동,10250.79,새벽
9,신성동,22370.34,저녁
9,신성동,49803.81,주간
9,신성동,7130.43,출근
9,신성동,12036.42,퇴근
9,가정동,1364.84,새벽
9,가정동,2935.52,저녁
9,가정동,26754.47,주간
9,가정동,2501.72,출근
9,가정동,2799.78,퇴근
9,도룡동,3810.48,새벽
9,도룡동,10661.28,저녁
9,도룡동,30095.74,주간
9,도룡동,4100.05,출근
9,도룡동,6175.13,퇴근
9,장동,2948.96,새벽
9,장동,5119.63,저녁
9,장동,44104.63,주간
9,장동,4746.5,출근
9,장동,4579.32,퇴근
9,방현동,110.28,새벽
9,방현동,194.69,저녁
9,방현동,2425.36,주간
9,방현동,227.51,출근
9,방현동,221.77,퇴근
9,화암동,66.48,새벽
9,화암동,181.33,저녁
9,화암동,7064.32,주간
9,화암동,756.18,출근
9,화암동,508.26,퇴근
9,덕진동,1029.38,새벽
9,덕진동,2272.34,저녁
9,덕진동,17182.45,주간
9,덕진동,2091.79,출근
9,덕진동,1571.05,퇴근
9,하기동,7712.29,새벽
9,하기동,15961.17,저녁
9,하기동,29243.81,주간
9,하기동,4827.6,출근
9,하기동,7472.27,퇴근
9,추목동,1736.97,새벽
9,추목동,3231.5,저녁
9,추목동,20007.11,주간
9,추목동,3130.29,출근
9,추목동,2421.14,퇴근
9,자운동,133.35,새벽
9,자운동,833.41,저녁
9,자운동,4237.35,주간
9,자운동,451.06,출근
9,자운동,779.33,퇴근
9,신봉동,2529.72,새벽
9,신봉동,4783.65,저녁
9,신봉동,11006.04,주간
9,신봉동,1748.64,출근
9,신봉동,2356.91,퇴근
9,수남동,19.53,새벽
9,수남동,149.31,저녁
9,수남동,2927.98,주간
9,수남동,266.58,출근
9,수남동,130.59,퇴근
9,안산동,14.62,새벽
9,안산동,88.77,저녁
9,안산동,617.39,주간
9,안산동,59.4,출근
9,안산동,83.17,퇴근
9,외삼동,395.58,새벽
9,외삼동,1054.88,저녁
9,외삼동,2672.92,주간
9,외삼동,364.94,출근
9,외삼동,561.2,퇴근
9,반석동,14919.28,새벽
9,반석동,39505.16,저녁
9,반석동,70414.72,주간
9,반석동,9692.26,출근
9,반석동,20595.48,퇴근
9,문지동,3530.3,새벽
9,문지동,6914.24,저녁
9,문지동,25693.45,주간
9,문지동,3422.19,출근
9,문지동,4193.07,퇴근
9,전민동,14717.78,새벽
9,전민동,34910.93,저녁
9,전민동,76886.25,주간
9,전민동,10452.08,출근
9,전민동,18849.76,퇴근
9,원촌동,3250.48,새벽
9,원촌동,7456.29,저녁
9,원촌동,28595.79,주간
9,원촌동,3212.69,출근
9,원촌동,5197.99,퇴근
9,탑립동,472.56,새벽
9,탑립동,1274.16,저녁
9,탑립동,24634.36,주간
9,탑립동,2935.35,출근
9,탑립동,2353.41,퇴근
9,용산동,3176.43,새벽
9,용산동,7036.16,저녁
9,용산동,26819.53,주간
9,용산동,4008.73,출근
9,용산동,4576.51,퇴근
9,봉산동,7864.12,새벽
9,봉산동,14477.76,저녁
9,봉산동,24565.44,주간
9,봉산동,4337.68,출근
9,봉산동,7059.35,퇴근
9,관평동,13379.69,새벽
9,관평동,31287.01,저녁
9,관평동,76245.18,주간
9,관평동,9757.84,출근
9,관평동,18941.13,퇴근
9,송강동,15057.72,새벽
9,송강동,33238.8,저녁
9,송강동,49744.84,주간
9,송강동,8563.35,출근
9,송강동,15415.51,퇴근
9,금고동,131.97,새벽
9,금고동,21.57,저녁
9,금고동,622.23,주간
9,금고동,172.93,출근
9,금고동,32.38,퇴근
9,대동,1.92,새벽
9,대동,31.69,저녁
9,대동,104.89,주간
9,대동,8.24,출근
9,대동,21.67,퇴근
9,금탄동,0.09,새벽
9,금탄동,0.4,저녁
9,금탄동,16.83,주간
9,금탄동,1.39,출근
9,금탄동,0.44,퇴근
9,신동,12.89,새벽
9,신동,13.78,저녁
9,신동,2226.6,주간
9,신동,169.41,출근
9,신동,95.14,퇴근
9,둔곡동,56.32,새벽
9,둔곡동,97.81,저녁
9,둔곡동,1643.18,주간
9,둔곡동,248.14,출근
9,둔곡동,92.86,퇴근
9,구룡동,16.58,새벽
9,구룡동,39.47,저녁
9,구룡동,1715.42,주간
9,구룡동,240.7,출근
9,구룡동,138.82,퇴근
10,원내동,19196.79,새벽
10,원내동,37289.64,저녁
10,원내동,72335.07,주간
10,원내동,10981.28,출근
10,원내동,19230.7,퇴근
10,교촌동,609.43,새벽
10,교촌동,2056.3,저녁
10,교촌동,4618.08,주간
10,교촌동,541.25,출근
10,교촌동,1124.73,퇴근
10,대정동,3497.36,새벽
10,대정동,7691.64,저녁
10,대정동,19204.01,주간
10,대정동,2811.22,출근
10,대정동,4319.27,퇴근
10,용계동,2512.56,새벽
10,용계동,4696.87,저녁
10,용계동,15220.61,주간
10,용계동,1807.21,출근
10,용계동,2513.72,퇴근
10,학하동,6080.21,새벽
10,학하동,8543.53,저녁
10,학하동,18873.16,주간
10,학하동,3187.15,출근
10,학하동,4103.39,퇴근
10,계산동,4326.73,새벽
10,계산동,7940.93,저녁
10,계산동,14353.71,주간
10,계산동,2248.59,출근
10,계산동,3878.58,퇴근
10,성북동,459.09,새벽
10,성북동,903.67,저녁
10,성북동,1789.65,주간
10,성북동,280.9,출근
10,성북동,440.97,퇴근
10,세동,4.75,새벽
10,세동,12.75,저녁
10,세동,271.73,주간
10,세동,23.02,출근
10,세동,14.49,퇴근
10,송정동,448.67,새벽
10,송정동,726.79,저녁
10,송정동,1992.41,주간
10,송정동,259.94,출근
10,송정동,504.4,퇴근
10,방동,435.63,새벽
10,방동,800.56,저녁
10,방동,3083.43,주간
10,방동,413.42,출근
10,방동,614.69,퇴근
10,봉명동,45258.42,새벽
10,봉명동,71276.15,저녁
10,봉명동,127121.41,주간
10,봉명동,18626.03,출근
10,봉명동,36889.72,퇴근
10,구암동,8692.47,새벽
10,구암동,17732.95,저녁
10,구암동,39954.31,주간
10,구암동,5700.1,출근
10,구암동,9842.02,퇴근
10,덕명동,11056.44,새벽
10,덕명동,21964.73,저녁
10,덕명동,62680.25,주간
10,덕명동,6759.64,출근
10,덕명동,12688.81,퇴근
10,원신흥동,16403.38,새벽
10,원신흥동,28453.34,저녁
10,원신흥동,57967.26,주간
10,원신흥동,8986.96,출근
10,원신흥동,14185.14,퇴근
10,상대동,14098.31,새벽
10,상대동,24360.91,저녁
10,상대동,41657.97,주간
10,상대동,7662.09,출근
10,상대동,11413.02,퇴근
10,복용동,5011.33,새벽
10,복용동,9760.84,저녁
10,복용동,18038.94,주간
10,복용동,2893.29,출근
10,복용동,4531.59,퇴근
10,장대동,46162.28,새벽
10,장대동,89119.35,저녁
10,장대동,181101.45,주간
10,장대동,26758.59,출근
10,장대동,47751.67,퇴근
10,갑동,266.67,새벽
10,갑동,856.54,저녁
10,갑동,3496.61,주간
10,갑동,287.72,출근
10,갑동,585.0,퇴근
10,노은동,10437.48,새벽
10,노은동,23836.91,저녁
10,노은동,46060.25,주간
10,노은동,7227.89,출근
10,노은동,12494.75,퇴근
10,지족동,16573.01,새벽
10,지족동,40225.69,저녁
10,지족동,81412.61,주간
10,지족동,10868.7,출근
10,지족동,22207.43,퇴근
10,죽동,1991.62,새벽
10,죽동,5126.46,저녁
10,죽동,16646.69,주간
10,죽동,1881.56,출근
10,죽동,2963.82,퇴근
10,궁동,20720.02,새벽
10,궁동,41294.66,저녁
10,궁동,91131.76,주간
10,궁동,9109.02,출근
10,궁동,23282.28,퇴근
10,어은동,9878.43,새벽
10,어은동,23786.18,저녁
10,어은동,67934.25,주간
10,어은동,6658.79,출근
10,어은동,14064.3,퇴근
10,구성동,1922.3,새벽
10,구성동,5598.88,저녁
10,구성동,31500.06,주간
10,구성동,2016.42,출근
10,구성동,4356.25,퇴근
10,신성동,8978.41,새벽
10,신성동,22421.41,저녁
10,신성동,48672.47,주간
10,신성동,6565.42,출근
10,신성동,12045.36,퇴근
10,가정동,1230.78,새벽
10,가정동,3091.7,저녁
10,가정동,25643.24,주간
10,가정동,2329.74,출근
10,가정동,2811.63,퇴근
10,도룡동,3601.21,새벽
10,도룡동,11012.06,저녁
10,도룡동,30780.99,주간
10,도룡동,3982.89,출근
10,도룡동,6856.63,퇴근
10,장동,2356.0,새벽
10,장동,5288.26,저녁
10,장동,41826.1,주간
10,장동,4338.4,출근
10,장동,4594.61,퇴근
10,방현동,317.93,새벽
10,방현동,372.0,저녁
10,방현동,2327.45,주간
10,방현동,272.92,출근
10,방현동,273.05,퇴근
10,화암동,41.87,새벽
10,화암동,173.53,저녁
10,화암동,6812.49,주간
10,화암동,672.06,출근
10,화암동,480.28,퇴근
10,덕진동,1025.87,새벽
10,덕진동,2361.59,저녁
10,덕진동,16235.08,주간
10,덕진동,2065.13,출근
10,덕진동,1560.88,퇴근
10,하기동,6519.91,새벽
10,하기동,15823.86,저녁
10,하기동,28127.09,주간
10,하기동,4476.22,출근
10,하기동,7388.07,퇴근
10,추목동,2268.37,새벽
10,추목동,3505.83,저녁
10,추목동,20355.24,주간
10,추목동,3315.83,출근
10,추목동,2507.64,퇴근
10,자운동,210.62,새벽
10,자운동,976.34,저녁
10,자운동,4203.56,주간
10,자운동,453.54,출근
10,자운동,843.84,퇴근
10,신봉동,3300.86,새벽
10,신봉동,5383.95,저녁
10,신봉동,11080.88,주간
10,신봉동,1882.46,출근
10,신봉동,2587.38,퇴근
10,수남동,20.78,새벽
10,수남동,157.54,저녁
10,수남동,2759.51,주간
10,수남동,244.3,출근
10,수남동,139.41,퇴근
10,안산동,22.7,새벽
10,안산동,106.21,저녁
10,안산동,642.44,주간
10,안산동,76.22,출근
10,안산동,74.59,퇴근
10,외삼동,325.32,새벽
10,외삼동,1052.84,저녁
10,외삼동,2507.69,주간
10,외삼동,322.74,출근
10,외삼동,551.19,퇴근
10,반석동,13820.49,새벽
10,반석동,38789.44,저녁
10,반석동,68880.42,주간
10,반석동,9235.95,출근
10,반석동,20283.61,퇴근
10,문지동,3264.4,새벽
10,문지동,6958.09,저녁
10,문지동,24811.2,주간
10,문지동,3244.8,출근
10,문지동,4166.38,퇴근
10,전민동,14432.81,새벽
10,전민동,34942.94,저녁
10,전민동,77058.34,주간
10,전민동,10315.97,출근
10,전민동,18848.85,퇴근
10,원촌동,3513.53,새벽
10,원촌동,7608.76,저녁
10,원촌동,31774.33,주간
10,원촌동,3377.81,출근
10,원촌동,5417.81,퇴근
10,탑립동,480.49,새벽
10,탑립동,1206.91,저녁
10,탑립동,23009.92,주간
10,탑립동,2627.1,출근
10,탑립동,2256.46,퇴근
10,용산동,3628.12,새벽
10,용산동,7143.84,저녁
10,용산동,26097.87,주간
10,용산동,4149.38,출근
10,용산동,4316.24,퇴근
10,봉산동,7866.21,새벽
10,봉산동,14602.27,저녁
10,봉산동,24480.66,주간
10,봉산동,4245.43,출근
10,봉산동,7136.06,퇴근
10,관평동,13606.08,새벽
10,관평동,30919.68,저녁
10,관평동,75049.03,주간
10,관평동,9629.79,출근
10,관평동,18930.81,퇴근
10,송강동,15169.26,새벽
10,송강동,33064.52,저녁
10,송강동,48950.66,주간
10,송강동,8364.02,출근
10,송강동,15309.53,퇴근
10,금고동,118.99,새벽
10,금고동,17.47,저녁
10,금고동,779.26,주간
10,금고동,165.23,출근
10,금고동,22.61,퇴근
10,대동,1.28,새벽
10,대동,22.39,저녁
10,대동,109.69,주간
10,대동,3.93,출근
10,대동,12.65,퇴근
10,금탄동,0.03,새벽
10,금탄동,0.08,저녁
10,금탄동,13.91,주간
10,금탄동,1.14,출근
10,금탄동,0.28,퇴근
10,신동,115.28,새벽
10,신동,99.02,저녁
10,신동,2541.71,주간
10,신동,273.14,출근
10,신동,151.31,퇴근
10,둔곡동,40.3,새벽
10,둔곡동,104.58,저녁
10,둔곡동,1326.64,주간
10,둔곡동,202.74,출근
10,둔곡동,90.49,퇴근
10,구룡동,29.89,새벽
10,구룡동,62.28,저녁
10,구룡동,1779.8,주간
10,구룡동,270.79,출근
10,구룡동,175.99,퇴근
11,원내동,18093.35,새벽
11,원내동,38245.81,저녁
11,원내동,72980.55,주간
11,원내동,10830.14,출근
11,원내동,19641.26,퇴근
11,교촌동,728.86,새벽
11,교촌동,2024.02,저녁
11,교촌동,4671.07,주간
11,교촌동,565.99,출근
11,교촌동,1124.98,퇴근
11,대정동,4669.86,새벽
11,대정동,8293.15,저녁
11,대정동,20392.64,주간
11,대정동,3197.79,출근
11,대정동,4550.7,퇴근
11,용계동,2248.76,새벽
11,용계동,4768.82,저녁
11,용계동,15798.34,주간
11,용계동,1888.17,출근
11,용계동,2554.13,퇴근
11,학하동,5057.93,새벽
11,학하동,8676.21,저녁
11,학하동,18946.15,주간
11,학하동,2890.73,출근
11,학하동,4180.66,퇴근
11,계산동,4796.09,새벽
11,계산동,8092.58,저녁
11,계산동,14455.73,주간
11,계산동,2308.68,출근
11,계산동,3917.87,퇴근
11,성북동,483.3,새벽
11,성북동,912.0,저녁
11,성북동,1808.81,주간
11,성북동,284.07,출근
11,성북동,452.86,퇴근
11,세동,5.73,새벽
11,세동,26.4,저녁
11,세동,352.51,주간
11,세동,31.7,출근
11,세동,18.26,퇴근
11,송정동,547.56,새벽
11,송정동,724.49,저녁
11,송정동,2154.78,주간
11,송정동,300.78,출근
11,송정동,508.83,퇴근
11,방동,554.89,새벽
11,방동,944.81,저녁
11,방동,3273.36,주간
11,방동,469.19,출근
11,방동,730.87,퇴근
11,봉명동,43394.42,새벽
11,봉명동,70067.79,저녁
11,봉명동,123486.95,주간
11,봉명동,18115.67,출근
11,봉명동,36609.2,퇴근
11,구암동,8794.85,새벽
11,구암동,17957.64,저녁
11,구암동,40322.51,주간
11,구암동,5711.87,출근
11,구암동,9905.82,퇴근
11,덕명동,10450.35,새벽
11,덕명동,21515.95,저녁
11,덕명동,66060.61,주간
11,덕명동,6740.87,출근
11,덕명동,12500.74,퇴근
11,원신흥동,16024.51,새벽
11,원신흥동,28938.41,저녁
11,원신흥동,57652.92,주간
11,원신흥동,8932.14,출근
11,원신흥동,14545.26,퇴근
11,상대동,14307.71,새벽
11,상대동,24745.39,저녁
11,상대동,42067.21,주간
11,상대동,7716.76,출근
11,상대동,11665.31,퇴근
11,복용동,5105.73,새벽
11,복용동,9918.2,저녁
11,복용동,17905.21,주간
11,복용동,2863.45,출근
11,복용동,4622.63,퇴근
11,장대동,44270.89,새벽
11,장대동,90066.73,저녁
11,장대동,182496.08,주간
11,장대동,26709.39,출근
11,장대동,48389.85,퇴근
11,갑동,310.71,새벽
11,갑동,869.81,저녁
11,갑동,3094.83,주간
11,갑동,298.89,출근
11,갑동,505.7,퇴근
11,노은동,10536.58,새벽
11,노은동,23270.69,저녁
11,노은동,46489.73,주간
11,노은동,7275.93,출근
11,노은동,12045.2,퇴근
11,지족동,16336.65,새벽
11,지족동,40482.95,저녁
11,지족동,82649.1,주간
11,지족동,10809.58,출근
11,지족동,22633.61,퇴근
11,죽동,2063.76,새벽
11,죽동,5193.99,저녁
11,죽동,18768.23,주간
11,죽동,2063.03,출근
11,죽동,3189.83,퇴근
11,궁동,19641.43,새벽
11,궁동,40166.63,저녁
11,궁동,92634.11,주간
11,궁동,9071.8,출근
11,궁동,22738.39,퇴근
11,어은동,10546.94,새벽
11,어은동,24366.17,저녁
11,어은동,72287.4,주간
11,어은동,7026.32,출근
11,어은동,14509.85,퇴근
11,구성동,2013.85,새벽
11,구성동,5911.0,저녁
11,구성동,33348.41,주간
11,구성동,2239.32,출근
11,구성동,4745.9,퇴근
11,신성동,8859.57,새벽
11,신성동,23025.94,저녁
11,신성동,51106.93,주간
11,신성동,6841.46,출근
11,신성동,12450.08,퇴근
11,가정동,1315.72,새벽
11,가정동,3249.75,저녁
11,가정동,29582.78,주간
11,가정동,2626.85,출근
11,가정동,3096.33,퇴근
11,도룡동,3658.3,새벽
11,도룡동,9818.25,저녁
11,도룡동,31369.55,주간
11,도룡동,4309.53,출근
11,도룡동,5714.01,퇴근
11,장동,2174.62,새벽
11,장동,4908.64,저녁
11,장동,46457.25,주간
11,장동,4695.26,출근
11,장동,4678.0,퇴근
11,방현동,51.21,새벽
11,방현동,153.06,저녁
11,방현동,2033.67,주간
11,방현동,221.09,출근
11,방현동,176.11,퇴근
11,화암동,36.82,새벽
11,화암동,192.79,저녁
11,화암동,7544.33,주간
11,화암동,757.17,출근
11,화암동,497.18,퇴근
11,덕진동,1235.31,새벽
11,덕진동,2395.16,저녁
11,덕진동,17436.72,주간
11,덕진동,2023.06,출근
11,덕진동,1564.46,퇴근
11,하기동,6783.35,새벽
11,하기동,16140.12,저녁
11,하기동,29196.37,주간
11,하기동,4612.88,출근
11,하기동,7558.82,퇴근
11,추목동,1745.27,새벽
11,추목동,3388.32,저녁
11,추목동,21422.2,주간
11,추목동,3341.0,출근
11,추목동,2503.72,퇴근
11,자운동,66.84,새벽
11,자운동,975.22,저녁
11,자운동,4346.08,주간
11,자운동,442.23,출근
11,자운동,843.55,퇴근
11,신봉동,2811.93,새벽
11,신봉동,5571.76,저녁
11,신봉동,11840.64,주간
11,신봉동,1924.35,출근
11,신봉동,2712.06,퇴근
11,수남동,22.67,새벽
11,수남동,176.87,저녁
11,수남동,3268.17,주간
11,수남동,244.3,출근
11,수남동,152.6,퇴근
11,안산동,23.6,새벽
11,안산동,92.6,저녁
11,안산동,608.69,주간
11,안산동,57.8,출근
11,안산동,70.78,퇴근
11,외삼동,296.98,새벽
11,외삼동,1081.74,저녁
11,외삼동,2660.55,주간
11,외삼동,331.48,출근
11,외삼동,565.69,퇴근
11,반석동,13408.1,새벽
11,반석동,39614.7,저녁
11,반석동,71275.98,주간
11,반석동,9486.32,출근
11,반석동,20945.37,퇴근
11,문지동,3062.0,새벽
11,문지동,7000.06,저녁
11,문지동,26376.97,주간
11,문지동,3310.47,출근
11,문지동,4305.79,퇴근
11,전민동,14232.42,새벽
11,전민동,35560.22,저녁
